,ProdTaken,PreferredLoginDevice,CityTier,Occupation,Gender,ProductPitched,PreferredPropertyStar,MaritalStatus,Passport,OwnCar,Designation,Age,DurationOfPitch,NumberOfPersonVisited,NumberOfFollowups,NumberOfTrips,PitchSatisfactionScore,NumberOfChildrenVisited,MonthlyIncome
1286,No,Self Enquiry,Tier-1,Salaried,Female,Multi,5 Star,Married,No,Yes,Executive,35.77604746723978,8.0,2.0,3.0,5.0,4.0,1.0,18377.0
1287,No,Self Enquiry,Tier-1,Small Business,Male,Super Deluxe,5 Star,Married,No,Yes,Manager,42.0,19.0,3.0,1.0,6.0,4.0,0.0,20538.0
1288,No,Company Invited,Tier-1,Small Business,Male,Super Deluxe,3 Star,Married,No,No,Manager,35.0,8.0,2.0,3.0,3.0,3.0,1.0,20762.0
1289,No,Company Invited,Tier-2,Salaried,Male,Multi,4 Star,Married,No,Yes,Executive,38.0,8.0,3.0,3.0,6.0,3.0,2.0,17592.0
1290,Yes,Company Invited,Tier-1,Salaried,Male,Super Deluxe,5 Star,Married,No,No,Manager,34.0,15.0,3.0,3.0,5.0,3.0,1.0,20346.0
1291,Yes,Self Enquiry,Tier-1,Small Business,Male,Super Deluxe,5 Star,Single,No,No,Manager,36.802378570843345,16.0,2.0,3.0,2.0,4.0,0.0,21750.635360112734
1292,No,Company Invited,Tier-3,Salaried,Male,Super Deluxe,3 Star,Married,No,Yes,Manager,37.50615595671003,26.0,2.0,3.0,3.0,3.0,0.0,21738.487039660104
1293,No,Company Invited,Tier-1,Salaried,Male,Multi,3 Star,Single,No,No,Executive,43.0,15.0,2.0,3.0,5.0,3.0,1.0,17438.0
1294,No,Self Enquiry,Tier-1,Salaried,Male,Super Deluxe,4 Star,Unmarried,No,Yes,Manager,41.0,11.0,2.0,1.0,4.0,5.0,0.0,21870.0
1295,No,Self Enquiry,Tier-3,Small Business,Female,Standard,3 Star,Married,Yes,No,Senior Manager,41.0,10.0,2.0,3.0,1.0,1.0,1.0,25447.0
1296,No,Self Enquiry,Tier-1,Small Business,Female,Standard,3 Star,Unmarried,No,No,Senior Manager,30.0,16.0,3.0,3.0,1.0,4.0,0.0,24667.0
1297,Yes,Self Enquiry,Tier-2,Small Business,Female,Multi,4 Star,Married,Yes,No,Executive,26.0,26.0,3.0,3.0,1.0,3.0,1.0,17148.0
1298,Yes,Self Enquiry,Tier-1,Small Business,Female,Super Deluxe,4 Star,Married,No,Yes,Manager,46.0,27.0,3.0,3.0,5.0,3.0,2.0,23926.0
1299,No,Self Enquiry,Tier-1,Salaried,Female,Super Deluxe,3 Star,Married,No,No,Manager,40.0,6.0,2.0,3.0,5.0,3.0,1.0,21513.0
1300,No,Self Enquiry,Tier-3,Large Business,Male,Super Deluxe,3 Star,Married,No,No,Manager,34.0,14.0,3.0,1.0,2.0,1.0,2.0,21799.0
1301,No,Company Invited,Tier-3,Small Business,Male,Deluxe,4 Star,Married,No,Yes,AVP,58.0,8.0,2.0,3.0,5.0,4.0,0.0,17705.0
1302,No,Self Enquiry,Tier-1,Small Business,Male,Multi,3 Star,Married,No,Yes,Executive,35.0,29.0,3.0,5.0,1.0,1.0,0.0,17705.0
1303,No,Self Enquiry,Tier-1,Salaried,Female,Standard,4 Star,Married,Yes,Yes,Senior Manager,47.0,10.0,3.0,4.0,1.0,4.0,2.0,25333.0
1304,No,Self Enquiry,Tier-1,Salaried,Female,Super Deluxe,5 Star,Married,No,Yes,Manager,40.0,15.020282631905133,2.0,3.0,3.0,1.0,1.0,22730.296991451352
1305,No,Self Enquiry,Tier-1,Small Business,Female,Super Deluxe,3 Star,Married,No,Yes,Manager,54.0,13.0,3.0,3.0,5.0,3.0,1.0,21854.0
1306,No,Company Invited,Tier-3,Small Business,Female,Standard,5 Star,Married,No,Yes,Senior Manager,31.0,13.0,3.0,3.0,3.0,1.0,2.0,24637.0
1307,No,Self Enquiry,Tier-1,Small Business,Female,Multi,5 Star,Married,No,Yes,Executive,33.82674708756274,6.0,3.0,3.0,2.0,1.0,0.0,18591.0
1308,No,Self Enquiry,Tier-3,Small Business,Female,Super Deluxe,3 Star,Married,Yes,No,Manager,38.0,8.0,3.0,5.0,3.0,3.0,0.0,20405.0
1309,No,Self Enquiry,Tier-3,Small Business,Male,Super Deluxe,3 Star,Single,No,No,Manager,26.0,15.14242980203646,2.0,3.0,2.0,1.0,0.0,19684.0
1310,No,Company Invited,Tier-1,Salaried,Male,Deluxe,3 Star,Married,Yes,Yes,AVP,58.0,21.0,2.0,3.0,3.0,1.0,0.0,30787.0
1311,No,Company Invited,Tier-1,Small Business,Female,Multi,3 Star,Single,No,Yes,Executive,18.0,20.0,2.0,3.0,2.0,5.0,0.0,16514.0
1312,Yes,Self Enquiry,Tier-2,Salaried,Male,Multi,5 Star,Married,No,Yes,Executive,31.0,24.0,2.0,1.0,1.0,1.0,0.0,17956.0
1313,Yes,Self Enquiry,Tier-2,Salaried,Male,Multi,5 Star,Married,Yes,Yes,Executive,29.0,19.0,2.0,4.0,5.0,5.0,1.0,17335.0
1314,No,Company Invited,Tier-3,Salaried,Female,Super Deluxe,3 Star,Married,No,Yes,Manager,45.0,8.0,3.0,3.0,5.0,1.0,2.0,20154.0
1315,No,Self Enquiry,Tier-1,Salaried,Female,Super Deluxe,4 Star,Married,Yes,No,Manager,36.0,8.0,3.0,3.0,5.0,4.0,0.0,21962.0
1316,No,Company Invited,Tier-3,Salaried,Male,Super Deluxe,3 Star,Married,No,Yes,Manager,43.0,8.0,3.0,3.0,2.0,3.0,2.0,20675.0
1317,No,Company Invited,Tier-1,Salaried,Female,Multi,3 Star,Single,Yes,Yes,Executive,27.0,11.0,2.0,3.0,1.0,1.0,1.0,17379.0
1318,No,Company Invited,Tier-1,Small Business,Male,Multi,3 Star,Married,No,Yes,Executive,36.3664272662739,26.0,2.0,3.0,2.0,3.0,1.0,21874.45941386881
1319,No,Company Invited,Tier-3,Small Business,Male,Super Deluxe,3 Star,Single,No,Yes,Manager,32.0,15.147968761311333,3.0,3.0,1.0,3.0,1.0,19648.0
1320,No,Company Invited,Tier-1,Large Business,Male,Multi,3 Star,Married,No,Yes,Executive,42.0,16.0,2.0,3.0,4.0,4.0,0.0,17936.0
1321,No,Self Enquiry,Tier-1,Salaried,Female,Multi,3 Star,Single,No,Yes,Executive,47.0,15.0,3.0,3.0,5.0,3.0,0.0,17105.0
1322,No,Self Enquiry,Tier-1,Salaried,Male,Standard,3 Star,Married,No,Yes,Senior Manager,46.0,8.0,2.0,3.0,4.0,1.0,1.0,23578.0
1323,No,Company Invited,Tier-2,Salaried,Male,Multi,3 Star,Married,No,No,Executive,28.0,6.0,2.0,3.0,2.0,4.0,1.0,17706.0
1324,No,Self Enquiry,Tier-1,Salaried,Male,Super Deluxe,3 Star,Married,No,Yes,Manager,29.0,35.0,3.0,5.0,1.0,5.0,2.0,21384.0
1325,No,Self Enquiry,Tier-1,Salaried,Male,Multi,3 Star,Single,No,Yes,Executive,39.24976533913028,14.0,2.0,3.0,5.0,1.0,1.0,22544.093876400177
1326,Yes,Self Enquiry,Tier-3,Small Business,Male,Super Deluxe,4 Star,Unmarried,Yes,Yes,Manager,32.0,8.0,2.0,4.0,1.0,1.0,0.0,24907.0
1327,No,Self Enquiry,Tier-3,Large Business,Female,Deluxe,5 Star,Married,No,Yes,AVP,46.0,9.0,2.0,1.0,3.0,3.0,0.0,28225.0
1328,No,Self Enquiry,Tier-3,Small Business,Female,Super Deluxe,3 Star,Married,No,Yes,Manager,32.94593590755953,29.0,2.0,4.0,2.0,1.0,1.0,18540.0
1329,No,Self Enquiry,Tier-2,Small Business,Male,Multi,4 Star,Married,No,Yes,Executive,29.0,12.0,2.0,4.0,2.0,3.0,1.0,17804.0
1330,No,Self Enquiry,Tier-1,Small Business,Female,King,3 Star,Married,No,Yes,VP,43.0,12.0,2.0,4.0,1.0,3.0,1.0,34392.0
1331,No,Self Enquiry,Tier-1,Salaried,Male,King,4 Star,Married,No,Yes,VP,48.0,16.0,3.0,4.0,5.0,3.0,1.0,34665.0
1332,Yes,Company Invited,Tier-1,Salaried,Male,Multi,3 Star,Single,Yes,Yes,Executive,29.0,30.0,3.0,4.0,2.0,3.0,2.0,17439.0
1333,Yes,Self Enquiry,Tier-3,Salaried,Female,Standard,4 Star,Married,No,No,Senior Manager,46.0,16.0,3.0,3.0,6.0,1.0,2.0,22314.0
1334,No,Company Invited,Tier-1,Salaried,Female,Multi,5 Star,Married,No,Yes,Executive,27.0,15.149517495411544,3.0,4.0,1.0,4.0,0.0,19774.0
1335,No,Self Enquiry,Tier-1,Salaried,Male,Super Deluxe,3 Star,Married,No,Yes,Manager,35.81196108563931,25.0,2.0,3.0,1.0,5.0,0.0,21540.550359759043
1336,No,Self Enquiry,Tier-1,Large Business,Male,Multi,3 Star,Married,No,No,Executive,55.0,8.0,3.0,4.0,1.0,5.0,0.0,17662.0
1337,No,Self Enquiry,Tier-3,Small Business,Female,Multi,4 Star,Married,No,Yes,Executive,28.0,9.0,3.0,3.0,2.0,1.0,0.0,17856.0
1338,Yes,Self Enquiry,Tier-3,Small Business,Male,Multi,3 Star,Single,No,No,Executive,30.0,15.0,2.0,3.0,2.0,5.0,0.0,16081.0
1339,Yes,Self Enquiry,Tier-1,Salaried,Male,Multi,4 Star,Single,Yes,Yes,Executive,22.0,13.0,3.0,3.0,2.0,3.0,0.0,17472.0
1340,No,Self Enquiry,Tier-3,Large Business,Female,Super Deluxe,3 Star,Married,Yes,Yes,Manager,36.0,16.0,3.0,4.0,2.0,1.0,2.0,20673.0
1341,No,Self Enquiry,Tier-1,Salaried,Male,Super Deluxe,3 Star,Married,No,No,Manager,36.782010582076225,26.0,2.0,3.0,2.0,5.0,0.0,21789.151054673595
1342,No,Self Enquiry,Tier-3,Salaried,Male,Standard,3 Star,Married,Yes,No,Senior Manager,34.0,10.0,3.0,3.0,3.0,4.0,2.0,24713.0
1343,No,Self Enquiry,Tier-1,Salaried,Male,Multi,5 Star,Single,No,No,Executive,29.0,13.0,2.0,3.0,4.0,4.0,0.0,17062.0
1344,No,Self Enquiry,Tier-1,Small Business,Male,Super Deluxe,5 Star,Married,Yes,No,Manager,37.0,15.073310683426783,3.0,3.0,6.0,3.0,0.0,21815.358964952466
1345,No,Self Enquiry,Tier-1,Salaried,Female,Super Deluxe,4 Star,Married,Yes,Yes,Manager,35.0,15.15343497542105,2.0,4.0,1.0,1.0,1.0,19788.0
1346,No,Self Enquiry,Tier-1,Salaried,Female,Super Deluxe,3 Star,Married,No,No,Manager,45.0,31.0,3.0,4.0,1.0,4.0,0.0,20906.0
1347,No,Company Invited,Tier-2,Salaried,Male,Super Deluxe,3 Star,Single,No,Yes,Manager,36.383373886314786,8.0,3.0,4.0,2.0,3.0,0.0,22101.399698174966
1348,No,Self Enquiry,Tier-1,Salaried,Male,Deluxe,5 Star,Married,No,Yes,AVP,40.0,6.0,3.0,3.0,3.0,3.0,2.0,31823.0
1349,No,Self Enquiry,Tier-1,Salaried,Female,Multi,3 Star,Married,Yes,No,Executive,26.0,6.0,2.0,4.0,2.0,4.0,0.0,17933.0
1350,No,Self Enquiry,Tier-3,Small Business,Female,Super Deluxe,3 Star,Unmarried,No,No,Manager,27.0,8.0,2.0,1.0,1.0,1.0,1.0,21500.0
1351,No,Company Invited,Tier-1,Small Business,Female,Deluxe,3 Star,Married,No,No,AVP,48.0,28.0,2.0,3.0,4.0,5.0,0.0,32174.0
1352,No,Self Enquiry,Tier-1,Salaried,Male,Super Deluxe,5 Star,Married,No,Yes,Manager,44.0,6.0,3.0,3.0,3.0,3.0,2.0,20033.0
1353,Yes,Company Invited,Tier-1,Large Business,Male,Multi,5 Star,Married,Yes,Yes,Executive,34.0,22.0,2.0,5.0,2.0,3.0,0.0,17307.0
1354,Yes,Self Enquiry,Tier-1,Salaried,Male,Multi,3 Star,Single,No,No,Executive,56.0,30.0,3.0,3.0,2.0,3.0,0.0,17587.0
1355,No,Self Enquiry,Tier-3,Small Business,Male,Super Deluxe,4 Star,Married,No,Yes,Manager,36.0,23.0,2.0,4.0,3.0,4.0,0.0,20507.0
1356,No,Self Enquiry,Tier-3,Small Business,Female,Super Deluxe,4 Star,Married,No,Yes,Manager,41.0,15.023065314900322,2.0,3.0,6.0,3.0,1.0,23221.606897636724
1357,No,Self Enquiry,Tier-1,Small Business,Male,Standard,5 Star,Married,No,Yes,Senior Manager,42.0,12.0,2.0,3.0,1.0,3.0,0.0,28348.0
1358,No,Self Enquiry,Tier-3,Small Business,Female,Super Deluxe,3 Star,Married,Yes,No,Manager,31.0,16.0,2.0,3.0,3.0,1.0,0.0,21583.0
1359,No,Self Enquiry,Tier-3,Small Business,Female,Super Deluxe,3 Star,Married,Yes,No,Manager,34.0,9.0,3.0,4.0,4.0,3.0,0.0,23103.0
1360,No,Self Enquiry,Tier-1,Small Business,Female,Multi,3 Star,Married,No,Yes,Executive,36.02265229046411,10.0,3.0,1.0,1.0,5.0,2.0,21955.328671806754
1361,No,Company Invited,Tier-1,Salaried,Male,Multi,3 Star,Married,No,Yes,Executive,26.0,12.0,3.0,1.0,1.0,4.0,1.0,17544.0
1362,No,Company Invited,Tier-1,Small Business,Male,Super Deluxe,3 Star,Single,No,Yes,Manager,45.0,6.0,2.0,3.0,5.0,1.0,1.0,20399.0
1363,No,Self Enquiry,Tier-3,Small Business,Male,Super Deluxe,3 Star,Single,No,No,Manager,33.0,16.0,2.0,3.0,2.0,1.0,0.0,20487.0
1364,No,Company Invited,Tier-3,Salaried,Male,Super Deluxe,3 Star,Married,Yes,No,Manager,28.0,6.0,2.0,4.0,2.0,1.0,0.0,21834.0
1365,Yes,Company Invited,Tier-3,Large Business,Male,Multi,5 Star,Single,No,Yes,Executive,29.0,30.0,2.0,1.0,2.0,3.0,1.0,16091.0
1366,No,Company Invited,Tier-3,Salaried,Female,Super Deluxe,3 Star,Married,No,No,Manager,39.0,27.0,2.0,5.0,7.0,5.0,0.0,20736.0
1367,No,Self Enquiry,Tier-1,Large Business,Male,Multi,4 Star,Married,No,Yes,Executive,27.0,8.0,2.0,3.0,2.0,4.0,1.0,17226.0
1368,No,Company Invited,Tier-1,Salaried,Male,Super Deluxe,3 Star,Married,Yes,Yes,Manager,34.0,28.0,2.0,4.0,2.0,1.0,0.0,20747.0
1369,Yes,Self Enquiry,Tier-3,Small Business,Female,Super Deluxe,3 Star,Unmarried,Yes,Yes,Manager,28.0,19.0,2.0,3.0,4.0,5.0,1.0,24854.0
1370,No,Company Invited,Tier-1,Large Business,Male,Super Deluxe,4 Star,Married,No,No,Manager,47.0,20.0,3.0,3.0,1.0,3.0,2.0,20467.0
1371,No,Self Enquiry,Tier-3,Small Business,Female,Super Deluxe,5 Star,Married,No,No,Manager,56.0,17.0,2.0,4.0,5.0,5.0,1.0,20380.0
1372,No,Self Enquiry,Tier-1,Small Business,Male,Super Deluxe,5 Star,Married,No,Yes,Manager,39.0,15.0,2.0,3.0,2.0,4.0,0.0,20151.0
1373,No,Company Invited,Tier-1,Small Business,Female,Super Deluxe,4 Star,Married,Yes,Yes,Manager,38.0,14.0,2.0,4.0,2.0,1.0,0.0,17133.0
1374,No,Self Enquiry,Tier-3,Salaried,Female,Deluxe,3 Star,Married,Yes,Yes,AVP,58.0,27.0,3.0,3.0,5.0,5.0,0.0,32875.0
1375,Yes,Company Invited,Tier-1,Salaried,Female,Multi,3 Star,Single,Yes,No,Executive,32.0,11.0,2.0,1.0,4.0,1.0,1.0,17432.0
1376,No,Self Enquiry,Tier-1,Salaried,Male,Multi,3 Star,Married,No,Yes,Executive,38.0,15.16722631029495,3.0,3.0,3.0,1.0,1.0,19771.0
1377,No,Company Invited,Tier-1,Salaried,Male,King,3 Star,Married,No,Yes,VP,49.0,8.0,2.0,3.0,4.0,3.0,0.0,34161.0
1378,No,Self Enquiry,Tier-3,Small Business,Male,Super Deluxe,3 Star,Married,Yes,No,Manager,42.0,18.0,3.0,3.0,4.0,1.0,0.0,20087.0
1379,Yes,Company Invited,Tier-2,Salaried,Female,Multi,4 Star,Married,No,Yes,Executive,27.0,28.0,2.0,4.0,2.0,1.0,0.0,17863.0
1380,No,Self Enquiry,Tier-3,Small Business,Male,Super Deluxe,5 Star,Married,No,No,Manager,35.0,24.0,3.0,3.0,1.0,3.0,0.0,17144.0
1381,No,Company Invited,Tier-1,Small Business,Male,Multi,3 Star,Single,No,No,Executive,28.0,22.0,2.0,3.0,2.0,3.0,0.0,17144.0
1382,No,Company Invited,Tier-1,Small Business,Male,Multi,5 Star,Married,Yes,No,Executive,31.0,9.0,2.0,3.0,2.0,1.0,0.0,18065.0
1383,No,Company Invited,Tier-1,Salaried,Male,Multi,4 Star,Married,No,Yes,Executive,36.0,15.0,3.0,1.0,2.0,5.0,0.0,17810.0
1384,No,Self Enquiry,Tier-3,Small Business,Male,Standard,3 Star,Unmarried,No,Yes,Senior Manager,34.0,6.0,2.0,3.0,2.0,5.0,0.0,24888.0
1385,No,Self Enquiry,Tier-3,Small Business,Male,Standard,3 Star,Married,No,Yes,Senior Manager,34.0,19.0,2.0,3.0,2.0,1.0,1.0,23628.0
1386,No,Self Enquiry,Tier-1,Small Business,Male,Multi,5 Star,Single,No,Yes,Executive,26.0,6.0,3.0,3.0,1.0,5.0,2.0,17867.0
1387,No,Self Enquiry,Tier-1,Salaried,Male,Super Deluxe,5 Star,Married,No,Yes,Manager,29.0,6.0,2.0,3.0,1.0,3.0,0.0,20373.0
1388,No,Company Invited,Tier-1,Small Business,Female,Super Deluxe,3 Star,Married,No,No,Manager,32.0,21.0,2.0,3.0,6.0,3.0,1.0,21667.0
1389,No,Company Invited,Tier-1,Salaried,Male,Super Deluxe,5 Star,Married,No,Yes,Manager,31.0,6.0,2.0,3.0,2.0,1.0,1.0,20003.0
1390,Yes,Self Enquiry,Tier-1,Large Business,Male,Multi,3 Star,Married,No,No,Executive,28.0,23.0,2.0,4.0,6.0,3.0,1.0,17367.0
1391,No,Self Enquiry,Tier-3,Salaried,Male,Multi,5 Star,Single,No,No,Executive,38.0,6.0,2.0,4.0,5.0,3.0,1.0,17858.0
1392,No,Self Enquiry,Tier-3,Salaried,Female,Super Deluxe,3 Star,Married,Yes,Yes,Manager,35.0,13.0,2.0,3.0,2.0,4.0,1.0,20204.0
1393,No,Self Enquiry,Tier-3,Small Business,Male,Super Deluxe,3 Star,Single,No,No,Manager,36.28709223214666,15.0,2.0,3.0,2.0,1.0,1.0,21810.366268345504
1394,No,Self Enquiry,Tier-1,Salaried,Male,Super Deluxe,3 Star,Unmarried,No,No,Manager,32.0,11.0,2.0,4.0,1.0,1.0,1.0,24679.0
1395,Yes,Company Invited,Tier-3,Small Business,Male,Super Deluxe,3 Star,Married,Yes,No,Manager,31.0,32.0,3.0,3.0,2.0,3.0,1.0,20617.0
1396,Yes,Self Enquiry,Tier-3,Salaried,Male,Standard,5 Star,Unmarried,Yes,Yes,Senior Manager,53.0,30.0,3.0,3.0,7.0,3.0,2.0,25448.0
1397,No,Self Enquiry,Tier-1,Salaried,Female,Super Deluxe,3 Star,Married,No,No,Manager,54.0,15.0,3.0,3.0,4.0,5.0,1.0,17897.0
1398,No,Company Invited,Tier-1,Salaried,Male,Super Deluxe,3 Star,Married,No,Yes,Manager,33.0,13.0,2.0,3.0,2.0,5.0,1.0,20968.0
1399,No,Self Enquiry,Tier-1,Salaried,Male,Standard,3 Star,Married,No,Yes,Senior Manager,43.0,17.0,1.0,3.0,2.0,1.0,0.0,22510.0
1400,No,Company Invited,Tier-2,Salaried,Male,Multi,4 Star,Married,Yes,Yes,Executive,38.0,6.0,2.0,3.0,1.0,1.0,1.0,17991.0
1401,No,Self Enquiry,Tier-2,Salaried,Male,King,4 Star,Married,Yes,Yes,VP,55.0,32.0,3.0,1.0,5.0,5.0,1.0,34636.0
1402,No,Self Enquiry,Tier-1,Small Business,Female,Multi,3 Star,Married,Yes,Yes,Executive,31.0,8.0,2.0,5.0,2.0,5.0,0.0,16129.0
1403,No,Self Enquiry,Tier-3,Small Business,Male,Deluxe,5 Star,Unmarried,No,Yes,AVP,39.0,21.0,3.0,3.0,1.0,1.0,2.0,28341.0
1404,No,Company Invited,Tier-1,Salaried,Male,Super Deluxe,3 Star,Single,No,Yes,Manager,42.0,15.016588834987886,2.0,4.0,2.0,3.0,1.0,23906.206616790878
1405,No,Company Invited,Tier-1,Small Business,Female,Standard,3 Star,Married,No,Yes,Senior Manager,31.0,16.0,2.0,3.0,5.0,1.0,1.0,26031.0
1406,No,Self Enquiry,Tier-1,Small Business,Female,Super Deluxe,5 Star,Single,Yes,No,Manager,54.0,14.927202091178472,3.0,3.0,7.0,1.0,0.0,26195.444913087995
1407,No,Self Enquiry,Tier-1,Salaried,Male,Super Deluxe,3 Star,Single,No,Yes,Manager,24.0,15.186802051642132,2.0,4.0,2.0,3.0,1.0,19617.0
1408,No,Self Enquiry,Tier-1,Salaried,Male,Multi,3 Star,Single,No,Yes,Executive,23.0,18.0,3.0,3.0,2.0,5.0,0.0,17647.0
1409,No,Company Invited,Tier-1,Large Business,Female,Super Deluxe,3 Star,Married,No,Yes,Manager,40.0,17.0,3.0,3.0,2.0,3.0,1.0,21323.0
1410,No,Self Enquiry,Tier-3,Small Business,Female,Super Deluxe,4 Star,Married,No,Yes,Manager,40.0,8.0,3.0,3.0,4.0,3.0,1.0,20677.0
1411,No,Self Enquiry,Tier-2,Salaried,Female,Multi,4 Star,Married,No,No,Executive,25.0,8.0,2.0,3.0,5.0,4.0,0.0,17187.0
1412,No,Self Enquiry,Tier-1,Small Business,Male,Multi,4 Star,Married,No,No,Executive,36.756331209801075,6.0,3.0,3.0,2.0,5.0,1.0,22526.06682451538
1413,No,Self Enquiry,Tier-1,Salaried,Male,Multi,3 Star,Married,Yes,No,Executive,41.989102650907014,8.0,2.0,3.0,7.0,5.0,0.0,23375.37682788531
1414,No,Self Enquiry,Tier-1,Small Business,Male,Standard,3 Star,Unmarried,No,Yes,Senior Manager,47.0,31.0,2.0,3.0,3.0,3.0,0.0,23633.0
1415,No,Company Invited,Tier-1,Small Business,Male,Multi,3 Star,Married,No,No,Executive,33.0,6.0,2.0,4.0,2.0,3.0,0.0,17008.0
1416,No,Self Enquiry,Tier-3,Salaried,Male,Super Deluxe,4 Star,Married,No,Yes,Manager,38.0,15.073394141565174,2.0,3.0,1.0,4.0,1.0,22593.053080215584
1417,No,Self Enquiry,Tier-3,Salaried,Male,Multi,3 Star,Married,No,Yes,Executive,31.0,8.0,2.0,3.0,1.0,4.0,0.0,18067.0
1418,No,Company Invited,Tier-1,Salaried,Male,Super Deluxe,3 Star,Married,No,Yes,Manager,38.0,12.0,3.0,4.0,3.0,4.0,1.0,20321.0
1419,No,Self Enquiry,Tier-1,Salaried,Male,Super Deluxe,5 Star,Married,Yes,No,Manager,42.0,24.0,2.0,3.0,7.0,1.0,0.0,20410.0
1420,No,Self Enquiry,Tier-1,Salaried,Male,Multi,3 Star,Married,No,No,Executive,41.0,6.0,3.0,3.0,4.0,1.0,0.0,17782.0
1421,No,Company Invited,Tier-1,Small Business,Female,Standard,4 Star,Married,No,No,Senior Manager,47.0,6.0,3.0,3.0,1.0,5.0,0.0,26957.0
1422,No,Self Enquiry,Tier-1,Small Business,Male,Multi,3 Star,Married,Yes,No,Executive,35.0,17.0,2.0,3.0,1.0,5.0,0.0,17660.0
1423,No,Self Enquiry,Tier-1,Salaried,Male,Multi,3 Star,Single,No,No,Executive,31.9168896917257,6.0,3.0,3.0,1.0,3.0,2.0,18375.0
1424,No,Self Enquiry,Tier-1,Small Business,Male,Super Deluxe,3 Star,Single,No,No,Manager,35.0,15.0,2.0,3.0,2.0,4.0,1.0,20098.0
1425,No,Self Enquiry,Tier-1,Small Business,Female,Super Deluxe,3 Star,Married,Yes,Yes,Manager,33.0,15.184010486536138,3.0,3.0,1.0,1.0,1.0,19878.0
1426,No,Self Enquiry,Tier-1,Salaried,Female,Multi,4 Star,Single,No,Yes,Executive,32.0,35.0,2.0,4.0,2.0,3.0,0.0,17837.0
1427,No,Self Enquiry,Tier-1,Salaried,Male,Multi,3 Star,Married,No,No,Executive,40.0,6.0,2.0,3.0,1.0,1.0,0.0,17406.0
1428,No,Self Enquiry,Tier-3,Small Business,Male,Multi,4 Star,Married,No,No,Executive,32.0,6.0,3.0,4.0,1.0,1.0,2.0,17269.0
1429,No,Self Enquiry,Tier-1,Salaried,Male,Super Deluxe,3 Star,Single,No,Yes,Manager,35.61711981171679,30.0,2.0,3.0,1.0,4.0,0.0,21410.020157220366
1430,No,Self Enquiry,Tier-1,Small Business,Female,Standard,3 Star,Married,No,Yes,Senior Manager,38.0,16.0,2.0,5.0,4.0,1.0,1.0,28206.0
1431,No,Self Enquiry,Tier-3,Small Business,Female,Standard,3 Star,Married,No,Yes,Senior Manager,32.0,6.0,2.0,3.0,2.0,5.0,0.0,25422.0
1432,No,Self Enquiry,Tier-1,Salaried,Female,Standard,3 Star,Married,Yes,No,Senior Manager,37.0,16.0,2.0,1.0,2.0,1.0,1.0,28744.0
1433,No,Self Enquiry,Tier-3,Salaried,Female,Super Deluxe,3 Star,Married,Yes,Yes,Manager,25.0,14.0,2.0,3.0,1.0,1.0,1.0,19907.0
1434,No,Company Invited,Tier-3,Salaried,Male,Multi,3 Star,Married,No,Yes,Executive,33.681143358778684,126.0,2.0,3.0,3.0,1.0,1.0,18482.0
1435,No,Self Enquiry,Tier-1,Small Business,Male,Multi,3 Star,Single,Yes,No,Executive,44.0,6.0,2.0,3.0,7.0,4.0,1.0,17436.0
1436,No,Self Enquiry,Tier-3,Small Business,Male,Multi,5 Star,Single,Yes,Yes,Executive,21.0,11.0,2.0,3.0,2.0,1.0,0.0,17380.0
1437,No,Company Invited,Tier-1,Salaried,Male,King,3 Star,Single,No,No,VP,39.0,15.0,2.0,3.0,3.0,4.0,1.0,34431.0
1438,Yes,Company Invited,Tier-3,Small Business,Male,Multi,5 Star,Married,No,Yes,Executive,23.0,15.0,2.0,3.0,2.0,5.0,0.0,16790.0
1439,No,Self Enquiry,Tier-3,Small Business,Female,Standard,3 Star,Married,No,Yes,Senior Manager,36.0,9.0,3.0,4.0,1.0,3.0,0.0,22644.0
1440,No,Company Invited,Tier-1,Salaried,Female,Super Deluxe,4 Star,Married,No,Yes,Manager,36.0,10.0,3.0,3.0,1.0,3.0,1.0,20131.0
1441,No,Company Invited,Tier-1,Salaried,Male,Super Deluxe,3 Star,Married,No,No,Manager,56.0,6.0,2.0,3.0,2.0,3.0,0.0,21306.0
1442,Yes,Self Enquiry,Tier-1,Small Business,Male,Multi,3 Star,Married,Yes,Yes,Executive,29.0,15.194907567818149,2.0,3.0,1.0,3.0,0.0,19787.0
1443,No,Self Enquiry,Tier-1,Salaried,Male,King,3 Star,Married,No,Yes,VP,42.0,8.0,2.0,3.0,6.0,3.0,1.0,33880.0
1444,Yes,Self Enquiry,Tier-1,Large Business,Male,Multi,3 Star,Married,No,Yes,Executive,56.0,13.0,3.0,3.0,1.0,4.0,2.0,17339.0
1445,No,Self Enquiry,Tier-1,Salaried,Female,Deluxe,4 Star,Married,No,Yes,AVP,41.0,34.0,2.0,4.0,1.0,5.0,1.0,28570.0
1446,No,Self Enquiry,Tier-3,Small Business,Female,Super Deluxe,3 Star,Married,No,Yes,Manager,34.0,34.0,3.0,4.0,2.0,5.0,0.0,21712.0
1447,No,Company Invited,Tier-3,Small Business,Male,Super Deluxe,3 Star,Married,No,Yes,Manager,36.0,21.0,2.0,5.0,2.0,1.0,0.0,20406.0
1448,No,Self Enquiry,Tier-3,Salaried,Male,Super Deluxe,4 Star,Married,No,No,Manager,41.0,9.0,2.0,4.0,3.0,3.0,1.0,23938.0
